protein	p-value	q-value	adj. p-value	LB+NL+	LB-NL+	LB-NL-
PSMB1	0.111317503056744	0.22079582575719	0.398349953571415	0.0540656811856566	-0.0782291770754799	0.0241634958898233
ACAA1	0.111867631431604	0.221619337118367	0.399835695937084	-0.064843160868252	0.0375589867646593	0.0272841741035927
TNS3	0.112284563310477	0.221669061618795	0.399925406656789	-0.100701014448186	0.194091868461232	-0.0933908540130457
STXBP6	0.112451230622548	0.221669061618795	0.399925406656789	-0.190299236269387	0.269373710497177	-0.0790744742277902
MBLAC2	0.112569610800959	0.221669061618795	0.399925406656789	0.0662395233100594	-0.101812208734666	0.0355726854246066
TUBB8	0.112634070809829	0.221669061618795	0.399925406656789	-0.0242691873394005	-0.0574890747085183	0.0817582620479188
LANCL1	0.112904555078304	0.221669061618795	0.399925406656789	0.0719969268482873	-0.0714733501058452	-0.000523576742442088
CALM1	0.112939440548233	0.221669061618795	0.399925406656789	-0.0216882540682475	-0.124847201112979	0.146535455181226
SENP8	0.112962523461339	0.221669061618795	0.399925406656789	-0.153368262134946	0.0447433418684261	0.10862492026652
SPTA1	0.112988217999981	0.221669061618795	0.399925406656789	0.256324517272026	-0.0503627764731765	-0.205961740798849
LRPPRC	0.11310748929409	0.221669061618795	0.399925406656789	-0.104682857747428	0.0510119704532684	0.0536708872941598
NDUFS6	0.113565315064678	0.222301036927904	0.401065588243911	0.0754995119197689	0.00056641019216273	-0.0760659221119317
CTNNBL1	0.114561210911918	0.223686006391399	0.403564288206147	-0.0717373383049124	0.108458556707771	-0.0367212184028585
HSBP1	0.114605776977378	0.223686006391399	0.403564288206147	-0.0865799526190347	0.0767838103259071	0.00979614229312759
DHX9	0.114681448082881	0.223686006391399	0.403564288206147	-0.0466543900284687	0.130845139599824	-0.0841907495713558
BCAS3	0.114981440215721	0.224005101320218	0.40413998500496	0.0641294533186643	-0.137093093053308	0.072963639734644
LAMP2	0.115322144357857	0.224402660645606	0.404857243758686	-0.0683364325743167	0.106623254891169	-0.0382868223168523
AKAP1	0.115518105088262	0.224517959503138	0.405065260800616	-0.134148633251367	-0.02879705014213	0.162945683393497
CS	0.115855375369623	0.224907306683716	0.405767703569969	0.0327270111243634	0.0262091069573077	-0.0589361180816711
FTH1	0.116206184452816	0.225135222333015	0.406178898790736	-0.120236756300529	0.0946589869302121	0.0255777693703171
PLXNA1	0.116456849350946	0.225135222333015	0.406178898790736	0.223423647944877	-0.159419547916859	-0.0640041000280177
ARPC3	0.116539182712907	0.225135222333015	0.406178898790736	0.0630383987141691	-0.0788645375943417	0.0158261388801726
NECAB1	0.116621477938924	0.225135222333015	0.406178898790736	-3.06892125564008e-05	-0.129906688183493	0.12993737739605
IPO7	0.117017713423007	0.225135222333015	0.406178898790736	-0.0148579170781323	0.0984677620597842	-0.0836098449816519
CAPS	0.117038541304541	0.225135222333015	0.406178898790736	0.142328004690523	0.304582308177016	-0.446910312867539
SMPD3	0.117044864180092	0.225135222333015	0.406178898790736	0.171422465364459	-0.310015390516112	0.138592925151653
CAMLG	0.117069449735838	0.225135222333015	0.406178898790736	-0.017667771010761	-0.0945293672912108	0.112197138301972
ITFG1	0.11768774002442	0.225965990474501	0.407677733514873	-0.016246109433155	-0.119417017744674	0.135663127177829
GPX1	0.117776625004634	0.225965990474501	0.407677733514873	-0.0276896866831671	0.124314761291815	-0.0966250746086477
HSPD1	0.117940664122775	0.226016677414598	0.407769180625185	-0.0407839077701075	0.000929537230213895	0.0398543705398936
STRN	0.118219000169535	0.226114689811122	0.407946010207314	0.0668580944415267	-0.158864564633563	0.0920064701920364
HMGB1	0.118267169344611	0.226114689811122	0.407946010207314	-0.0639035613386426	0.146892465657084	-0.0829889043184417
RPS15A	0.118598346170932	0.226484205604561	0.408612674074965	-0.118505500636902	0.0603166026132894	0.058188898023613
CACNA1A	0.118819906977903	0.226490465317513	0.408623967569102	0.214465896921859	-0.016683159221989	-0.19778273769987
TBC1D10B	0.11891966879064	0.226490465317513	0.408623967569102	0.0651152506254842	-0.0712757226791999	0.00616047205371573
RPL5	0.119055582139025	0.226490465317513	0.408623967569102	-0.0503547209446491	0.108366518248086	-0.0580117973034368
RMDN1	0.119153259527406	0.226490465317513	0.408623967569102	-0.0140538887042509	0.116819388765662	-0.102765500061411
STK32C	0.120084040566507	0.227995840694628	0.411339898495445	0.0932132010874708	-0.163892529822482	0.0706793287350113
EIF1AX	0.120457488052248	0.228440788008784	0.412142652539041	0.0144648678902598	0.0959549617115113	-0.110419829601771
SAR1A	0.120620803778849	0.228486665598001	0.412225422833598	-0.0464065306795234	0.00538257720269037	0.0410239534768331
KRT222	0.120994376103787	0.228930258426395	0.413025733174562	-0.107229504671004	-0.00119240531355956	0.108421909984563
PDIA6	0.12114516607641	0.228951794795986	0.413064588129347	-0.0670888530043943	0.0745498054491308	-0.00746095244473658
CAT	0.121517028682065	0.22911907807251	0.413366393134982	0.113681526829285	0.0401454405677202	-0.153826967397005
KIF3A	0.121603145351802	0.22911907807251	0.413366393134982	-0.0338643861334037	-0.108233988483814	0.142098374617218
RPS4X	0.121744594394278	0.22911907807251	0.413366393134982	-0.0555857700595668	0.0906813111518578	-0.035095541092291
RDH14	0.121865702429697	0.22911907807251	0.413366393134982	0.0344535420072978	-0.0926865160066998	0.058232973999402
ADD3	0.121931227674645	0.22911907807251	0.413366393134982	0.0417377642528089	0.0392024977484449	-0.0809402620012538
RAB5B	0.122273095954969	0.229498892908071	0.414051638073796	-0.00428991090624306	-0.0381713942709059	0.0424613051771489
CD200	0.122560554489273	0.229686443847207	0.414390009089828	0.129583732842448	-0.108427062289566	-0.0211566705528825
SORD	0.122841786490799	0.229686443847207	0.414390009089828	0.0118795816925935	0.132782666229526	-0.144662247922119
AHNAK	0.123017306373973	0.229686443847207	0.414390009089828	0.100169224184703	0.0595319195729891	-0.159701143757692
TIMM10B	0.123057158006634	0.229686443847207	0.414390009089828	-0.0154218813948552	-0.0892373052605975	0.104659186655453
DAG1	0.123072294296	0.229686443847207	0.414390009089828	0.0920503534446205	0.00722814638688377	-0.0992784998315043
HIP1	0.123371727770633	0.229983922952861	0.414926707587272	-0.0719210239481241	0.127909169154368	-0.0559881452062436
PRAF2	0.123780396660952	0.230484128285408	0.415829155676193	0.0105190323380498	-0.0807736549465723	0.0702546226085226
CAP1	0.124056762515184	0.23073712601702	0.416285602868053	0.0541065866775056	-0.0502865559514306	-0.00382003072607502
PGAM5	0.124404624262684	0.231122378418855	0.416980658020739	0.166671475269676	-0.0556004740999471	-0.111071001169729
FHL1	0.124692297754036	0.231395067123551	0.417472630785545	0.0438402041177645	0.0587583533903374	-0.102598557508102
SEPT6	0.125439829010663	0.232519548326827	0.419501369479226	0.0381734759199245	0.097771736616566	-0.13594521253649
SORL1	0.125734590276659	0.232803170341104	0.420013067632176	0.0588109383719239	0.0861205068966373	-0.144931445268561
NADK2	0.126260527971661	0.233441144768748	0.421164072560644	0.0319595343984227	0.0378252182176096	-0.0697847526160323
RNPEP	0.126363435877966	0.233441144768748	0.421164072560644	0.145439538109096	0.00728380585225869	-0.152723343961355
ARMT1	0.126901857433001	0.234172402360828	0.422483374802228	0.122477340150192	-0.153783759209878	0.0313064190596862
TPBG	0.128171475071198	0.236249782644919	0.426231291398385	0.132423255800098	-0.33206965558927	0.199646399789172
RTN4	0.128402860864554	0.236410948223737	0.426522059127438	-0.0570798008708682	-0.0283316397209959	0.0854114405918642
FAM171A1	0.128907006901083	0.236862729422677	0.427337142560311	0.115362811230027	-0.163726173147246	0.048363361917219
TPM1	0.128936687630414	0.236862729422677	0.427337142560311	0.0773453007537433	-0.0633419566598142	-0.0140033440939291
PRKCD	0.129579947333439	0.237778456174242	0.428989255808915	-0.0436233199640846	-0.143117443732572	0.186740763696657
HAPLN4	0.129946307551029	0.238184597019655	0.429721996957254	-0.233926205662484	0.240099574050734	-0.00617336838825049
SAR1B	0.130128078031186	0.238251866438533	0.429843361434118	-0.0748507769750538	0.0232344254358999	0.0516163515391539
PPP2CB	0.130568695619299	0.238792382184687	0.430818535768355	-0.105608280098603	0.0539106501284431	0.0516976299701598
NENF	0.131448109380693	0.240041171445845	0.433071545500295	0.0553343612529128	-0.119632912583603	0.0642985513306899
PRKCG	0.131807371887882	0.240041171445845	0.433071545500295	0.134443132011744	-0.233706354225032	0.099263222213288
RAB10	0.131853927692922	0.240041171445845	0.433071545500295	0.0441275486858779	-0.0619122826682653	0.0177847339823874
STIM1	0.131858429285414	0.240041171445845	0.433071545500295	0.143247125609913	-0.15675306751829	0.0135059419083775
YKT6	0.13198231710657	0.240041171445845	0.433071545500295	0.0599134750337048	-0.0247409030261156	-0.0351725720075892
AP2A2	0.132646176525045	0.240891146783956	0.434605032989527	0.0361925660289647	-0.0705239700580482	0.0343314040290835
RYR2	0.132746820445945	0.240891146783956	0.434605032989527	0.191780518846391	-0.270649993346997	0.0788694745006065
QPRT	0.132889692841212	0.240891146783956	0.434605032989527	-0.0578440924926364	0.187087668297005	-0.129243575804369
GAP43	0.133213620386918	0.241212096605357	0.435184076302577	0.024140144670549	-0.201301911058773	0.177161766388224
SLC25A27	0.133439554548423	0.241355096670557	0.435442070624424	0.108189936268565	-0.215056162447313	0.106866226178748
RPTOR	0.133821058693759	0.241778855449407	0.436206597260295	0.0677279404217093	0.00528248438358103	-0.0730104248052904
EPM2A	0.134000297004858	0.241836644217345	0.436310857170762	0.111898056378941	0.097269894662398	-0.209167951041339
THOP1	0.134228231623711	0.241982094165073	0.436573271461094	0.126506780083896	-0.0756802390044939	-0.0508265410794017
BCAP31	0.134550651762647	0.242268117648437	0.437089302237164	0.0878039396553139	-0.0689739150861511	-0.0188300245691627
H2AFV	0.134693461777406	0.242268117648437	0.437089302237164	-0.102199909768259	0.220471517436589	-0.11827160766833
LAMTOR2	0.134829437139645	0.242268117648437	0.437089302237164	0.0795560136341945	-0.0351907705922647	-0.0443652430419298
MYH14	0.13569015154872	0.243303290596499	0.438956914971168	-0.0531921225828945	0.0958180214796489	-0.0426258988967544
AGPAT5	0.135701833990412	0.243303290596499	0.438956914971168	0.0859498573121842	-0.0996610084685669	0.0137111511563827
CLPTM1	0.136002150334455	0.243575822983936	0.439448605715366	0.168091137940844	-0.170446152687021	0.00235501474617659
ACYP2	0.136340350293263	0.243804363204046	0.439860927758853	0.0836769954183304	0.0276965402858204	-0.111373535704151
RAB3C	0.136426659672759	0.243804363204046	0.439860927758853	0.0026223978901259	-0.11377161299908	0.111149215108954
LETM1	0.136657869175411	0.24395209754103	0.440127463442111	-0.0588380071775928	0.0336549232545235	0.0251830839230693
MPV17	0.136836482009945	0.244005721106894	0.440224208681287	0.0835571953832148	-0.130311687775116	0.0467544923919009
PAFAH1B2	0.137066298398614	0.24415043509105	0.44048529517906	-0.081797284281785	0.0495482073160184	0.0322490769657666
TBC1D5	0.137327082083223	0.244349936482054	0.44084522666586	-0.239476411198362	0.102587909599083	0.136888501599279
JAM3	0.137672570862604	0.24459106407982	0.441280258293136	-0.0854456622797776	0.150574340270156	-0.0651286779903783
CORO1A	0.137760458630155	0.24459106407982	0.441280258293136	0.0578874248755248	-0.0883959823646033	0.0305085574890786
GMPPA	0.137936191776261	0.244638600762525	0.441366021849959	0.0378131321827417	0.0483513433047961	-0.0861644754875378
IDH3G	0.138411983226263	0.245044751651153	0.442098781117816	-0.0315879041757086	-0.0290478922609722	0.0606357964366808
RPS10	0.138540487187078	0.245044751651153	0.442098781117816	-0.107369745866851	0.0321848061995984	0.0751849396672522
UBXN1	0.138612813924553	0.245044751651153	0.442098781117816	-0.117319843920739	-0.110295735759938	0.227615579680677
MLF2	0.138915216935447	0.245315286825983	0.442586868580355	-0.0690163327490798	0.163317420975861	-0.0943010882267809
EGFR	0.139211937241726	0.245404637018661	0.442748070201729	0.0464544046855388	0.104022417236105	-0.150476821921644
DPY30	0.139264664673646	0.245404637018661	0.442748070201729	-0.130606928192762	0.140624436198996	-0.0100175080062333
SH2D5	0.139443713448616	0.245456781411277	0.44284214678269	0.156850291812308	-0.177077968053061	0.0202276762407531
PALM2	0.139887281968139	0.245763006908112	0.443394625127914	0.115083358443043	-0.134014116711242	0.0189307582681994
HP1BP3	0.1399520352611	0.245763006908112	0.443394625127914	-0.0508189824285434	0.101233091020744	-0.050414108592201
VPS4B	0.140066611245268	0.245763006908112	0.443394625127914	-0.127582477264198	0.110602794916503	0.0169796823476957
PREPL	0.140273451260501	0.245863257125469	0.443575492086302	-0.125432270181984	0.098949684382747	0.0264825857992365
CNNM2	0.140651987717349	0.2461882475126	0.444161825207324	-0.0545307544629703	-0.122448811394493	0.176979565857464
EFEMP1	0.14130521698235	0.2461882475126	0.444161825207324	0.157253463511833	0.0598447807894929	-0.217098244301326
PEBP1	0.141560038081582	0.2461882475126	0.444161825207324	0.0507180026952563	-0.0231518979373887	-0.0275661047578676
HIST1H1C	0.141574773412862	0.2461882475126	0.444161825207324	0.0938694500461978	0.0942614010467381	-0.188130851092936
PI16	0.141659413295545	0.2461882475126	0.444161825207324	0.12969104869648	0.13842798705396	-0.26811903575044
NAPEPLD	0.14177209299779	0.2461882475126	0.444161825207324	-0.0947073427471459	0.134009337886404	-0.0393019951392577
SLC25A22	0.141860490712863	0.2461882475126	0.444161825207324	-0.00917199150195326	-0.053330735206109	0.0625027267080622
DYNC1LI1	0.141888753268226	0.2461882475126	0.444161825207324	-0.0121906494399506	-0.0538064373180037	0.0659970867579544
IST1	0.141929634785492	0.2461882475126	0.444161825207324	-0.029464753121278	0.108876184978956	-0.0794114318576776
EPN2	0.142013981948105	0.2461882475126	0.444161825207324	-0.416131381929612	0.562466954239911	-0.146335572310299
PLAA	0.142107799627588	0.2461882475126	0.444161825207324	-0.0892484335831104	0.0515794954118532	0.0376689381712572
HAGH	0.143266124682622	0.2479334023816	0.447310355568608	0.0436785793894075	-0.0546407473347566	0.0109621679453491
PIP4K2A	0.143845934538195	0.248674770619941	0.44864789898597	-0.079532671796498	0.124742821905508	-0.0452101501090103
GOLPH3	0.144453473383495	0.24946246602282	0.450069023801574	-0.058630754673189	0.0831816165500032	-0.0245508618768142
SEPT3	0.144691907634088	0.249611754714086	0.450338363781305	0.0698876614814996	-0.0973593468285486	0.027471685347049
BCKDHA	0.144983819788955	0.249852889413504	0.450773408221064	-0.0374013664631348	0.0877372389385081	-0.0503358724753734
LCMT1	0.145229065621198	0.250013182082659	0.451062601085544	0.14232527608068	-0.0725146349646041	-0.0698106411160758
BLVRB	0.145623646072751	0.250104649902793	0.451227623235663	0.0771024035617108	0.0157447605541682	-0.092847164115879
SLIRP	0.14564614087947	0.250104649902793	0.451227623235663	0.0143356149189449	0.445938482403444	-0.460274097322389
ANXA2	0.145746808321395	0.250104649902793	0.451227623235663	0.080452098738681	0.118702131135491	-0.199154229874172
SV2A	0.146029173583739	0.250104649902793	0.451227623235663	0.0570193020132715	-0.153033413648396	0.0960141116351248
MCCC2	0.146078049657143	0.250104649902793	0.451227623235663	0.0404665505305759	0.039117941853574	-0.0795844923841499
ROBO2	0.146195922479324	0.250104649902793	0.451227623235663	0.0785624398196849	-0.258153476899032	0.179591037079347
SLC6A17	0.146614278585485	0.250317096232248	0.451610909401443	0.0668795273425011	-0.173864453451456	0.106984926108955
IDH1	0.146624939198174	0.250317096232248	0.451610909401443	-0.021278175281767	0.088824192814908	-0.067546017533141
SLC27A4	0.147251780488214	0.250772131257452	0.452431863242131	-0.130488131352441	0.0794162550517987	0.0510718763006418
ATP6V1G2	0.147394957672637	0.250772131257452	0.452431863242131	0.0798046830445714	-0.0295445815964908	-0.0502601014480805
PSMD2	0.147605350404966	0.250772131257452	0.452431863242131	-0.0123690827875841	0.0383902598111532	-0.0260211770235691
NDUFB6	0.147660705654564	0.250772131257452	0.452431863242131	0.0661474521894779	-0.0836359236281185	0.0174884714386407
MT-ATP6	0.147849483653871	0.250772131257452	0.452431863242131	-0.145764603438455	-0.0736017844688831	0.219366387907338
CCT6A	0.14795013332896	0.250772131257452	0.452431863242131	-0.0145647447472598	-0.0165961081280373	0.0311608528752972
ASRGL1	0.147972753158579	0.250772131257452	0.452431863242131	-0.0297417972509488	0.110266284134378	-0.080524486883429
ECI2	0.148138184630353	0.250772131257452	0.452431863242131	-0.0815077568628735	0.00250330274182319	0.0790044541210503
OSBPL2	0.148265723661191	0.250772131257452	0.452431863242131	-0.00326934271046374	0.0965414910715053	-0.0932721483610416
TIMM50	0.149012923216685	0.251191511432296	0.453188490196491	0.0309829831679448	-0.0715806827191708	0.040597699551226
TMED10	0.149047205274238	0.251191511432296	0.453188490196491	-0.0863916871019077	0.0713345219275656	0.015057165174342
CACNA2D2	0.149119029144526	0.251191511432296	0.453188490196491	-0.103682433423046	0.0133767730867422	0.0903056603363038
FIS1	0.149154425315458	0.251191511432296	0.453188490196491	-0.0397382040422392	-0.0130332873080689	0.0527714913503081
DDX17	0.149278422690441	0.251191511432296	0.453188490196491	-0.0913780616694699	0.126427034817314	-0.0350489731478441
ATP5B	0.149560074797844	0.251407858752998	0.453578814356205	-0.0307216137496827	-0.0201767002745994	0.0508983140242822
TKT	0.149796792327455	0.251480397561817	0.453709685630723	0.00725258182515574	0.0595349164041385	-0.0667874982292942
AKR1B1	0.149939571530058	0.251480397561817	0.453709685630723	0.060139275124015	-0.0671195367736532	0.00698026164963824
CKMT1A	0.150062602739828	0.251480397561817	0.453709685630723	0.0547106340338316	-0.0870036730909651	0.0322930390571335
CPLX1	0.150562815710649	0.252061467172698	0.454758025433898	0.0487181494491188	-0.127606824169059	0.0788886747199401
CSNK2A1	0.151099903163082	0.252703023090596	0.455915491926897	0.00264008852575638	-0.0477839562595627	0.0451438677338063
MYO5A	0.15159801259704	0.253251674069432	0.456905343484084	0.022357101830054	-0.0587147865211666	0.0363576846911127
SQSTM1	0.151800125148745	0.253251674069432	0.456905343484084	-0.0311981221862806	0.250568229474177	-0.219370107287896
LAP3	0.151890571492347	0.253251674069432	0.456905343484084	0.0418086744085481	0.0647036577358449	-0.106512332144393
ABRACL	0.152601773790781	0.254055948498943	0.458356379438029	0.0787825739230387	-0.134564080508572	0.0557815065855337
SH3BGRL	0.152782721519864	0.254055948498943	0.458356379438029	-0.00429496052957253	0.0771586870141731	-0.0728637264846006
CHGB	0.152837024260807	0.254055948498943	0.458356379438029	0.0427132110323174	-0.179054941708105	0.136341730675788
PLD3	0.153254904298329	0.254492992712849	0.459144875061626	0.0441822916708955	-0.158892747004285	0.114710455333389
VWA5A	0.153500187249575	0.254642831161688	0.459415206889384	-0.124223273241212	0.0310379325313732	0.093185340709839
CALB1	0.153703931411588	0.254682488846658	0.459486755510888	0.0446137929403681	-0.36062768481702	0.316013891876652
EIF2B4	0.153956022059348	0.254682488846658	0.459486755510888	-0.0475837371347422	0.0764816529720504	-0.0288979158373082
NAP1L5	0.153989317658559	0.254682488846658	0.459486755510888	-0.1465183896981	0.0543866976314464	0.0921316920666538
ACSS3	0.154146942629365	0.254686702254978	0.459494357153729	0.192736948665126	-0.00745271936480517	-0.185284229300321
HMGA1	0.154485248949982	0.254989134898035	0.460039992601806	-0.0819501078384715	0.164461933298471	-0.0825118254599998
BCR	0.154806061492516	0.255131278544612	0.460296441811478	0.147351072534225	-0.225427070079355	0.07807599754513
ARSB	0.154882062938253	0.255131278544612	0.460296441811478	-0.0486324073583414	0.255001547479266	-0.206369140120925
FN3K	0.155276405243008	0.255273138917854	0.460552379952069	0.00292191460233342	0.0562661541761339	-0.0591880687784673
CAB39	0.15534073862868	0.255273138917854	0.460552379952069	-0.0764073327416451	0.0543259548419217	0.0220813778997234
PRODH	0.155434485302757	0.255273138917854	0.460552379952069	-0.0902994757271528	0.16268519898531	-0.0723857232581567
KHSRP	0.155722006913819	0.255329975945865	0.460654922775927	-0.136924303745844	0.0709087739701947	0.0660155297756491
MAP6D1	0.155780031259358	0.255329975945865	0.460654922775927	-0.281551532733739	0.130218907059903	0.151332625673836
CD14	0.156095505844138	0.255430977728519	0.460837145674812	-0.0799629176828697	0.206949098660524	-0.126986180977655
NF1	0.156152714902974	0.255430977728519	0.460837145674812	0.114913305641727	-0.0145578148113724	-0.100355490830355
UBA1	0.156855464212445	0.25557396160573	0.461095110791013	-0.0276344188106758	0.0283440457654438	-0.000709626954767966
COPG1	0.157151739292998	0.25557396160573	0.461095110791013	-0.0819946501696816	-0.00566502224126753	0.0876596724109491
S100A11	0.157182620921174	0.25557396160573	0.461095110791013	0.125131787316782	0.145827851368257	-0.270959638685039
EIF4A1	0.157184263147199	0.25557396160573	0.461095110791013	-0.108611161800331	0.0946469974218269	0.0139641643785044
PHPT1	0.157210244420824	0.25557396160573	0.461095110791013	0.0849767238728981	-0.031158209384341	-0.0538185144885571
LGALS3	0.157224624662184	0.25557396160573	0.461095110791013	0.0705325858770754	0.155264481212106	-0.225797067089181
TK2	0.157703363378902	0.25557396160573	0.461095110791013	-0.0919145240549447	0.0643440037994512	0.0275705202554935
NCEH1	0.157835314390189	0.25557396160573	0.461095110791013	0.114469832296801	-0.117581656002209	0.00311182370540799
PAFAH1B3	0.15787129113861	0.25557396160573	0.461095110791013	0.0638076858190519	-0.0166002984034603	-0.0472073874155916
SND1	0.157934422640902	0.25557396160573	0.461095110791013	-0.0406379396834952	0.088077171397658	-0.0474392317141628
COX20	0.15804512241716	0.25557396160573	0.461095110791013	0.070903385201402	-0.154543317974357	0.0836399327729552
DBT	0.158107537146024	0.25557396160573	0.461095110791013	-0.0811610093408782	0.0445964651394869	0.0365645442013913
ANO3	0.158451051690407	0.255877390110851	0.461642542928884	0.293385258495394	-0.140525698490119	-0.152859560005275
VCL	0.15884214464293	0.256256979820883	0.462327381706287	0.105449903339269	-0.0389765094651246	-0.0664733938741448
RHOT1	0.15920800659531	0.25648382095801	0.462736638340251	0.0245041942037148	-0.0702100337006392	0.0457058394969244
APMAP	0.159340343740317	0.25648382095801	0.462736638340251	-0.0545395945722681	0.0227427106631168	0.0317968839091513
MXRA7	0.159451268223218	0.25648382095801	0.462736638340251	0.0440743208409805	-0.158383231283259	0.114308910442279
GJA1	0.160082342216671	0.257052015992961	0.463761750409359	-0.00248233818513398	0.126153037220547	-0.123670699035413
ADCY9	0.160117539881463	0.257052015992961	0.463761750409359	0.0866838269725279	-0.217633359980958	0.13094953300843
UQCRFS1	0.160745807572434	0.257558643342968	0.464675784814951	-0.0032133796197548	-0.0548499530143355	0.0580633326340903
MAP4	0.160878520938886	0.257558643342968	0.464675784814951	-0.108971412368846	0.110990474311762	-0.00201906194291676
DPP3	0.160903596091846	0.257558643342968	0.464675784814951	-0.0452190338479288	0.0845643739192517	-0.0393453400713229
DARS2	0.161444282567277	0.258172490939927	0.465783261194589	-0.0904005721746613	0.0670874161747192	0.023313155999942
APRT	0.162020599869509	0.258842067640534	0.466991281530501	0.0781319181365703	-0.0640877610591165	-0.0140441570774538
AARS2	0.162254852974534	0.258964396556132	0.46721198188877	-0.175181592080459	0.212945888572286	-0.0377642964918265
ATP6V1E1	0.162996275001901	0.259413760869267	0.468022704884371	-0.00281011228914109	-0.0469775590352139	0.049787671324355
SCG2	0.163160124335664	0.259413760869267	0.468022704884371	0.0396826650573157	-0.219218783656951	0.179536118599635
PGM3	0.163166298885793	0.259413760869267	0.468022704884371	-0.0637503430451895	0.116811812364259	-0.0530614693190699
PPIA	0.163228008974091	0.259413760869267	0.468022704884371	0.00746544282563416	-0.0480122361347274	0.0405467933090932
EXOC4	0.16332618185975	0.259413760869267	0.468022704884371	0.0548791370658527	0.00224987293504363	-0.0571290100008964
CLTB	0.163845396013086	0.259574647660219	0.468312969636823	0.0580750322629822	-0.0712428560015078	0.0131678237385256
FN3KRP	0.163899142069087	0.259574647660219	0.468312969636823	0.0744161896623233	0.00714161137651319	-0.0815578010388365
RCN1	0.163908197734693	0.259574647660219	0.468312969636823	0.0689203311990135	-0.157021187797199	0.088100856598186
PPME1	0.164059690341891	0.259574647660219	0.468312969636823	-0.0408042921891833	-0.00754991825457675	0.04835421044376
KIF2A	0.164753015369741	0.260420736977478	0.469839446141041	-0.00155402849774915	-0.0414877313115553	0.0430417598093044
DFNA5	0.164931737126553	0.260452561544731	0.4698968626019	0.154718813616799	0.0867571055779491	-0.241475919194748
TPPP3	0.165334677320647	0.260635520692426	0.470226949313187	0.00359311190813735	0.160642171621114	-0.164235283529252
TAGLN3	0.16578253820281	0.260635520692426	0.470226949313187	-0.0633363019061155	0.0083886279778331	0.0549476739282824
PSMD3	0.165827606892163	0.260635520692426	0.470226949313187	-0.0139427495895733	0.0769970613929239	-0.0630543118033506
STAMBP	0.165830550878166	0.260635520692426	0.470226949313187	-0.0828237470020636	0.0796948541081362	0.00312889289392739
PPIF	0.166120608311217	0.260635520692426	0.470226949313187	-0.139046950164509	0.15480299554908	-0.0157560453845711
SLC25A13	0.166142584010973	0.260635520692426	0.470226949313187	-0.0948815341360728	0.0859524593054775	0.00892907483059534
C4BPA	0.166158493395513	0.260635520692426	0.470226949313187	-0.0415712388223564	-0.0992109077213006	0.140782146543657
NUMA1	0.166341030275043	0.260664214391878	0.47027871720239	-0.0298762211116285	0.157702328139045	-0.127826107027417
SH3GLB2	0.166494220163789	0.260664214391878	0.47027871720239	0.00558547534119723	-0.0518781179347017	0.0462926425935044
HSPA4L	0.166790088984869	0.260770066231378	0.470469690356912	-0.0749283984757159	0.0180290088735935	0.0568993896021224
PFDN6	0.167493854702448	0.260770066231378	0.470469690356912	-0.0321170404406007	-0.0142286835889853	0.046345724029586
PITPNC1	0.167616539310459	0.260770066231378	0.470469690356912	0.0360906961344435	-0.156178791497694	0.120088095363251
CCDC90B	0.167707410405075	0.260770066231378	0.470469690356912	-0.09686294728378	0.123419131585409	-0.0265561843016285
SEPT9	0.1679235180088	0.260770066231378	0.470469690356912	-0.0663528049985696	0.136795913979214	-0.0704431089806448
EEF1A2	0.168111057593873	0.260770066231378	0.470469690356912	-0.1179700751949	0.00537131039865679	0.112598764796243
OCIAD1	0.168113650606641	0.260770066231378	0.470469690356912	-0.0475823235425695	0.0201402908846528	0.0274420326579167
TXNDC12	0.168144358135856	0.260770066231378	0.470469690356912	0.0735632769847422	0.030057254996978	-0.10362053198172
ACLY	0.168756342640702	0.260770066231378	0.470469690356912	-0.0777942920495401	0.121131713503765	-0.0433374214542252
PSMA4	0.168937197998121	0.260770066231378	0.470469690356912	0.043766090924329	-0.0595987214415897	0.0158326305172608
MCAM	0.169033487609282	0.260770066231378	0.470469690356912	0.194819073584367	-0.135820520428604	-0.0589985531557631
COL1A2	0.169043561840228	0.260770066231378	0.470469690356912	0.525096104226622	-0.0281488745665852	-0.496947229660037
NAP1L4	0.169121095600127	0.260770066231378	0.470469690356912	0.0104075762698643	-0.0524772653827981	0.0420696891129339
COL6A3	0.169161211719892	0.260770066231378	0.470469690356912	0.23767782771409	-0.0499316553946736	-0.187746172319416
PRKAR2B	0.169226657124317	0.260770066231378	0.470469690356912	-0.0597306413237448	-0.060881577980349	0.120612219304094
PRCP	0.169292944817072	0.260770066231378	0.470469690356912	-0.106952288763919	0.00554735404068517	0.101404934723234
RAB11B	0.169428663910755	0.260770066231378	0.470469690356912	-0.0783224056854999	0.0240493604736321	0.0542730452118678
NRCAM	0.169444327456063	0.260770066231378	0.470469690356912	0.0306791787979241	0.0473286847095831	-0.0780078635075073
TROVE2	0.169578680155647	0.260770066231378	0.470469690356912	-0.000683823907429265	0.0727008075985811	-0.0720169836911519
CD38	0.169779254554427	0.260787017008226	0.470500272190365	0.0345186045533144	0.135535597307772	-0.170054201861087
CAMK2A	0.170078207256154	0.260787017008226	0.470500272190365	0.10264041724327	-0.153666248128861	0.0510258308855912
MAP7D2	0.170151274282576	0.260787017008226	0.470500272190365	-0.277218182361439	0.121319731732074	0.155898450629365
