ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	geneID	Count	Contrast	Ontology	Direction
GO:0051258	protein polymerization	12/96	99/2798	0.000103983445064584	0.00263175045893944	ABI2/ACTR2/ACTR3B/ARPC1A/ARPC5L/BRK1/CAPZB/NCKAP1/PRKCE/SNCA/TMSB4X/WASL	12	LB+NL+ vs LB-NL+	BP	up
GO:0006955	immune response	21/96	257/2798	0.000104276904976846	0.00263175045893944	ACTB/ACTR2/ARPC1A/BRK1/CAMK2B/CAMK4/CD59/FKBP1A/GNL1/GPI/NCKAP1/PPP3CB/PRKCE/PRNP/PSMA1/PSMA5/PSMB4/PSMB5/SNCA/VAMP7/WASL	21	LB+NL+ vs LB-NL+	BP	up
GO:0002768	immune response-regulating cell surface receptor signaling pathway	13/96	115/2798	0.000109268883450857	0.00263238673767973	ACTB/ACTR2/ARPC1A/BRK1/NCKAP1/PPP3CB/PRKCE/PRNP/PSMA1/PSMA5/PSMB4/PSMB5/WASL	13	LB+NL+ vs LB-NL+	BP	up
GO:0043254	regulation of protein complex assembly	14/96	132/2798	0.000117612063100446	0.00271019101927116	ABI2/ACTR2/ACTR3B/ARPC1A/ARPC5L/BRK1/CAPZB/NCKAP1/PARK7/PRKCE/SNCA/STXBP1/TMSB4X/WASL	14	LB+NL+ vs LB-NL+	BP	up
GO:0030036	actin cytoskeleton organization	17/96	188/2798	0.000156207654307559	0.00344958569929193	ABI2/ACTR2/ACTR3B/ALDOA/ARPC1A/ARPC5L/BRK1/CAPZB/EPB41L1/MYH11/NCKAP1/PACSIN1/PDXP/PRKCE/ROCK2/TMSB4X/WASL	17	LB+NL+ vs LB-NL+	BP	up
GO:0032535	regulation of cellular component size	13/96	120/2798	0.000169855404916892	0.00360093458423811	ABI2/ACTR2/ACTR3B/ARPC1A/ARPC5L/BRK1/CAPZB/L1CAM/NCKAP1/PDXP/PRKCE/TMSB4X/WASL	13	LB+NL+ vs LB-NL+	BP	up
GO:0048013	ephrin receptor signaling pathway	7/96	37/2798	0.000198998830591222	0.0040565146235903	ACTB/ACTR2/AP2S1/ARPC1A/EPHB6/ROCK2/WASL	7	LB+NL+ vs LB-NL+	BP	up
GO:0002429	immune response-activating cell surface receptor signaling pathway	12/96	109/2798	0.000264962094874286	0.00520110778827303	ACTB/ACTR2/ARPC1A/BRK1/NCKAP1/PRKCE/PRNP/PSMA1/PSMA5/PSMB4/PSMB5/WASL	12	LB+NL+ vs LB-NL+	BP	up
GO:0007166	cell surface receptor signaling pathway	28/96	426/2798	0.000294591456417967	0.00557619542505438	ACTB/ACTR2/AP2S1/ARPC1A/BRK1/CAMK2B/CD59/CPE/DKK3/EPHB6/FKBP1A/GNAO1/GNB1/MADD/NCKAP1/NPTN/PARK7/PPP3CB/PRKCE/PRNP/PSMA1/PSMA5/PSMB4/PSMB5/ROCK2/SNCA/VPS29/WASL	28	LB+NL+ vs LB-NL+	BP	up
GO:0050776	regulation of immune response	16/96	181/2798	0.00032627822489382	0.00596301583426637	ACTB/ACTR2/ARPC1A/BRK1/CD59/FKBP1A/NCKAP1/PPP3CB/PRKCE/PRNP/PSMA1/PSMA5/PSMB4/PSMB5/VAMP7/WASL	16	LB+NL+ vs LB-NL+	BP	up
GO:0090066	regulation of anatomical structure size	14/96	146/2798	0.000347414790854185	0.00600463152778859	ABI2/ACTA2/ACTR2/ACTR3B/ARPC1A/ARPC5L/BRK1/CAPZB/L1CAM/NCKAP1/PDXP/PRKCE/TMSB4X/WASL	14	LB+NL+ vs LB-NL+	BP	up
GO:0042180	cellular ketone metabolic process	10/96	81/2798	0.000351214296908389	0.00600463152778859	CBR3/DKK3/GPI/PARK7/PRKCE/PSMA1/PSMA5/PSMB4/PSMB5/SNCA	10	LB+NL+ vs LB-NL+	BP	up
GO:0051130	positive regulation of cellular component organization	23/96	323/2798	0.00038030867662311	0.00629886245657026	ABI2/ACTR2/ACTR3B/ARPC1A/ARPC5L/BRK1/CAMK2B/CPNE6/GPM6A/L1CAM/MAP2K1/NCKAP1/NES/NPTN/PACSIN1/PARK7/PDXP/PRKCE/ROCK2/SNCA/TMEM30A/VAMP7/WASL	23	LB+NL+ vs LB-NL+	BP	up
GO:0051924	regulation of calcium ion transport	8/96	54/2798	0.000405221697845665	0.00650810605630916	ANK2/CAMK2B/FKBP1A/GNAO1/GNB5/PRKCE/SNCA/WFS1	8	LB+NL+ vs LB-NL+	BP	up
GO:0002764	immune response-regulating signaling pathway	13/96	132/2798	0.000443554089889782	0.00691422551887014	ACTB/ACTR2/ARPC1A/BRK1/NCKAP1/PPP3CB/PRKCE/PRNP/PSMA1/PSMA5/PSMB4/PSMB5/WASL	13	LB+NL+ vs LB-NL+	BP	up
GO:0007267	cell-cell signaling	24/96	351/2798	0.000509454438762899	0.00733820688474522	ANK2/AP2S1/CAMK2B/CPE/CPNE6/DKK3/GNAO1/GNB1/NPTN/PARK7/PFKFB2/PPP3CB/PRKCE/PSMA1/PSMA5/PSMB4/PSMB5/RAPGEF4/RIN1/SNCA/STXBP1/SYP/VAMP7/VPS29	24	LB+NL+ vs LB-NL+	BP	up
GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	7/96	43/2798	0.000526135587962865	0.00733820688474522	ACTB/ACTR2/ARPC1A/BRK1/NCKAP1/PRKCE/WASL	7	LB+NL+ vs LB-NL+	BP	up
GO:0038094	Fc-gamma receptor signaling pathway	7/96	43/2798	0.000526135587962865	0.00733820688474522	ACTB/ACTR2/ARPC1A/BRK1/NCKAP1/PRKCE/WASL	7	LB+NL+ vs LB-NL+	BP	up
GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	7/96	43/2798	0.000526135587962865	0.00733820688474522	ACTB/ACTR2/ARPC1A/BRK1/NCKAP1/PRKCE/WASL	7	LB+NL+ vs LB-NL+	BP	up
GO:0050778	positive regulation of immune response	14/96	156/2798	0.000688970222817185	0.00913121691649373	ACTB/ACTR2/ARPC1A/BRK1/CD59/NCKAP1/PRKCE/PRNP/PSMA1/PSMA5/PSMB4/PSMB5/VAMP7/WASL	14	LB+NL+ vs LB-NL+	BP	up
GO:0002431	Fc receptor mediated stimulatory signaling pathway	7/96	45/2798	0.000700442953444092	0.00913121691649373	ACTB/ACTR2/ARPC1A/BRK1/NCKAP1/PRKCE/WASL	7	LB+NL+ vs LB-NL+	BP	up
GO:0002682	regulation of immune system process	19/96	253/2798	0.000706377157691025	0.00913121691649373	ACTB/ACTR2/AP2S1/ARPC1A/BRK1/CAMK4/CD59/FKBP1A/NCKAP1/PPP3CB/PRKCE/PRNP/PSMA1/PSMA5/PSMB4/PSMB5/SNCA/VAMP7/WASL	19	LB+NL+ vs LB-NL+	BP	up
GO:0002253	activation of immune response	13/96	139/2798	0.00073386549380712	0.00926068361232794	ACTB/ACTR2/ARPC1A/BRK1/CD59/NCKAP1/PRKCE/PRNP/PSMA1/PSMA5/PSMB4/PSMB5/WASL	13	LB+NL+ vs LB-NL+	BP	up
GO:0031334	positive regulation of protein complex assembly	9/96	74/2798	0.000787414407953954	0.00970534037710688	ABI2/ACTR2/ACTR3B/ARPC1A/ARPC5L/BRK1/NCKAP1/PRKCE/WASL	9	LB+NL+ vs LB-NL+	BP	up
GO:0035567	non-canonical Wnt signaling pathway	8/96	60/2798	0.000840841942238672	0.0101283233951476	AP2S1/GNAO1/GNB1/PPP3CB/PSMA1/PSMA5/PSMB4/PSMB5	8	LB+NL+ vs LB-NL+	BP	up
GO:1905114	cell surface receptor signaling pathway involved in cell-cell signaling	12/96	124/2798	0.000877179669823656	0.0103312272223675	AP2S1/CPE/DKK3/GNAO1/GNB1/PPP3CB/PSMA1/PSMA5/PSMB4/PSMB5/SNCA/VPS29	12	LB+NL+ vs LB-NL+	BP	up
GO:0002757	immune response-activating signal transduction	12/96	126/2798	0.00101288222690551	0.0116701647882591	ACTB/ACTR2/ARPC1A/BRK1/NCKAP1/PRKCE/PRNP/PSMA1/PSMA5/PSMB4/PSMB5/WASL	12	LB+NL+ vs LB-NL+	BP	up
GO:0016055	Wnt signaling pathway	11/96	110/2798	0.00110838994583307	0.0122210234097698	AP2S1/CPE/DKK3/GNAO1/GNB1/PPP3CB/PSMA1/PSMA5/PSMB4/PSMB5/VPS29	11	LB+NL+ vs LB-NL+	BP	up
GO:0198738	cell-cell signaling by wnt	11/96	110/2798	0.00110838994583307	0.0122210234097698	AP2S1/CPE/DKK3/GNAO1/GNB1/PPP3CB/PSMA1/PSMA5/PSMB4/PSMB5/VPS29	11	LB+NL+ vs LB-NL+	BP	up
GO:0043623	cellular protein complex assembly	17/96	222/2798	0.00112986820203532	0.0122210234097698	ABI2/ACTR2/ACTR3B/AP2S1/ARPC1A/ARPC5L/BRK1/CAPZB/FKBP1A/MYH11/NCKAP1/PRKCE/SNCA/STXBP1/TMSB4X/VAMP7/WASL	17	LB+NL+ vs LB-NL+	BP	up
GO:0010959	regulation of metal ion transport	10/96	96/2798	0.00137508545024042	0.0145759057725485	ANK2/ATP1A1/CAMK2B/FKBP1A/GNAO1/GNB5/PRKCE/PRNP/SNCA/WFS1	10	LB+NL+ vs LB-NL+	BP	up
GO:0048167	regulation of synaptic plasticity	7/96	52/2798	0.00169669724642496	0.0176323439334359	CAMK2B/NPTN/PPP3CB/RIN1/SNCA/STXBP1/SYP	7	LB+NL+ vs LB-NL+	BP	up
GO:0010976	positive regulation of neuron projection development	8/96	68/2798	0.00193752298424559	0.0197478304163493	CAMK2B/CPNE6/L1CAM/MAP2K1/NPTN/PACSIN1/TMEM30A/VAMP7	8	LB+NL+ vs LB-NL+	BP	up
GO:0043269	regulation of ion transport	12/96	136/2798	0.00198240982621976	0.0198240982621976	ANK2/ARL6IP5/ATP1A1/CAMK2B/FKBP1A/GNAO1/GNB5/PARK7/PRKCE/PRNP/SNCA/WFS1	12	LB+NL+ vs LB-NL+	BP	up
GO:0007010	cytoskeleton organization	21/96	320/2798	0.00210390413915806	0.0206494295139587	ABI2/ACTB/ACTR2/ACTR3B/ALDOA/ANK2/ARPC1A/ARPC5L/BRK1/CAPZB/EPB41L1/MYH11/NCKAP1/NES/PACSIN1/PDXP/PRKCE/ROCK2/SNCA/TMSB4X/WASL	21	LB+NL+ vs LB-NL+	BP	up
GO:0006816	calcium ion transport	9/96	86/2798	0.00232966541207741	0.0224495030618369	ANK2/CAMK2B/FKBP1A/GNAO1/GNB5/GPM6A/PRKCE/SNCA/WFS1	9	LB+NL+ vs LB-NL+	BP	up
GO:0002252	immune effector process	12/96	139/2798	0.00239038309426323	0.0226232685707055	ACTB/ACTR2/AP2S1/ARPC1A/BRK1/CD59/GNL1/NCKAP1/PPP3CB/PRKCE/VAMP7/WASL	12	LB+NL+ vs LB-NL+	BP	up
GO:0031344	regulation of cell projection organization	13/96	160/2798	0.00271077108697446	0.0252054153701134	BRK1/CAMK2B/CAPZB/CPNE6/GPM6A/L1CAM/MAP2K1/NCKAP1/NPTN/PACSIN1/TMEM30A/VAMP7/WASL	13	LB+NL+ vs LB-NL+	BP	up
GO:0010638	positive regulation of organelle organization	13/96	162/2798	0.00302782898063412	0.0267630140183478	ABI2/ACTR2/ACTR3B/ARPC1A/ARPC5L/BRK1/NCKAP1/NES/PARK7/PDXP/PRKCE/ROCK2/WASL	13	LB+NL+ vs LB-NL+	BP	up
GO:0030705	cytoskeleton-dependent intracellular transport	6/96	43/2798	0.00304243072126898	0.0267630140183478	DCTN1/DYNC1I1/KIF5C/RAB6A/VAMP7/WASL	6	LB+NL+ vs LB-NL+	BP	up
GO:0045666	positive regulation of neuron differentiation	8/96	73/2798	0.00305941489461169	0.0267630140183478	CAMK2B/CPNE6/L1CAM/MAP2K1/NPTN/PACSIN1/TMEM30A/VAMP7	8	LB+NL+ vs LB-NL+	BP	up
GO:0030030	cell projection organization	21/96	330/2798	0.0030886893524515	0.0267630140183478	ACTR2/BRK1/CAMK2B/CAPZB/CPNE6/DPYSL4/DPYSL5/GNAO1/GPM6A/KIF5C/L1CAM/MAP2K1/NCKAP1/NES/NPTN/PACSIN1/PPP3CB/STXBP1/TMEM30A/VAMP7/WASL	21	LB+NL+ vs LB-NL+	BP	up
GO:0044708	single-organism behavior	10/96	107/2798	0.00313076767761805	0.0267630140183478	CAMK4/GPI/NPTN/PARK7/PPP3CB/PRKCE/PRNP/RIN1/SNCA/WFS1	10	LB+NL+ vs LB-NL+	BP	up
GO:0071822	protein complex subunit organization	27/96	471/2798	0.00334858383184983	0.0281706258869906	ABI2/ACTR2/ACTR3B/ALDOA/AP2S1/ARPC1A/ARPC5L/BRK1/CAPZB/CD59/FKBP1A/GNB1/MYH11/NAPG/NCKAP1/NES/PARK7/PDXP/PRKCE/PRNP/SEPT11/SNCA/STXBP1/TMEM120A/TMSB4X/VAMP7/WASL	27	LB+NL+ vs LB-NL+	BP	up
GO:0043524	negative regulation of neuron apoptotic process	6/96	45/2798	0.00384619479141796	0.03185130061643	GPI/NES/PARK7/SNCA/STXBP1/WFS1	6	LB+NL+ vs LB-NL+	BP	up
GO:0070838	divalent metal ion transport	9/96	93/2798	0.00399478841689513	0.0320793615296124	ANK2/CAMK2B/FKBP1A/GNAO1/GNB5/GPM6A/PRKCE/SNCA/WFS1	9	LB+NL+ vs LB-NL+	BP	up
GO:0072511	divalent inorganic cation transport	9/96	93/2798	0.00399478841689513	0.0320793615296124	ANK2/CAMK2B/FKBP1A/GNAO1/GNB5/GPM6A/PRKCE/SNCA/WFS1	9	LB+NL+ vs LB-NL+	BP	up
GO:0002684	positive regulation of immune system process	14/96	188/2798	0.00417687964202468	0.033040988213031	ACTB/ACTR2/ARPC1A/BRK1/CD59/NCKAP1/PRKCE/PRNP/PSMA1/PSMA5/PSMB4/PSMB5/VAMP7/WASL	14	LB+NL+ vs LB-NL+	BP	up
GO:0033238	regulation of cellular amine metabolic process	6/96	46/2798	0.00430263161367682	0.0335352169889517	PARK7/PSMA1/PSMA5/PSMB4/PSMB5/SNCA	6	LB+NL+ vs LB-NL+	BP	up
GO:0044087	regulation of cellular component biogenesis	16/96	231/2798	0.00451909959079329	0.0347119243930499	ABI2/ACTR2/ACTR3B/ARPC1A/ARPC5L/BRK1/CAPZB/GPM6A/NCKAP1/PARK7/PRKCE/ROCK2/SNCA/STXBP1/TMSB4X/WASL	16	LB+NL+ vs LB-NL+	BP	up
GO:0007018	microtubule-based movement	7/96	62/2798	0.00471422615011071	0.0356934265651239	ACTR2/AP2S1/DCTN1/DYNC1I1/KIF5C/RAB6A/VAMP7	7	LB+NL+ vs LB-NL+	BP	up
GO:0007204	positive regulation of cytosolic calcium ion concentration	6/96	47/2798	0.00479798401157142	0.0358159369877867	ANK2/FKBP1A/GNB1/NPTN/PRKCE/SNCA	6	LB+NL+ vs LB-NL+	BP	up
GO:0007610	behavior	11/96	133/2798	0.0050858734714016	0.0364452934764351	CAMK4/GNAO1/GPI/NPTN/PARK7/PPP3CB/PRKCE/PRNP/RIN1/SNCA/WFS1	11	LB+NL+ vs LB-NL+	BP	up
GO:0006461	protein complex assembly	25/96	437/2798	0.00509349694358589	0.0364452934764351	ABI2/ACTR2/ACTR3B/ALDOA/AP2S1/ARPC1A/ARPC5L/BRK1/CAPZB/CD59/FKBP1A/GNB1/MYH11/NAPG/NCKAP1/PARK7/PRKCE/PRNP/SEPT11/SNCA/STXBP1/TMEM120A/TMSB4X/VAMP7/WASL	25	LB+NL+ vs LB-NL+	BP	up
GO:0070271	protein complex biogenesis	25/96	437/2798	0.00509349694358589	0.0364452934764351	ABI2/ACTR2/ACTR3B/ALDOA/AP2S1/ARPC1A/ARPC5L/BRK1/CAPZB/CD59/FKBP1A/GNB1/MYH11/NAPG/NCKAP1/PARK7/PRKCE/PRNP/SEPT11/SNCA/STXBP1/TMEM120A/TMSB4X/VAMP7/WASL	25	LB+NL+ vs LB-NL+	BP	up
GO:0010565	regulation of cellular ketone metabolic process	7/96	63/2798	0.00515735285043893	0.0364452934764351	DKK3/PRKCE/PSMA1/PSMA5/PSMB4/PSMB5/SNCA	7	LB+NL+ vs LB-NL+	BP	up
GO:0019882	antigen processing and presentation	9/96	97/2798	0.00529913672605808	0.0369545061159314	AP2S1/DCTN1/DCTN4/DYNC1I1/PSMA1/PSMA5/PSMB4/PSMB5/RAB6A	9	LB+NL+ vs LB-NL+	BP	up
GO:0031396	regulation of protein ubiquitination	8/96	80/2798	0.00541566323732867	0.0372766430621324	FKBP1A/PARK7/PRKCE/PSMA1/PSMA5/PSMB4/PSMB5/WFS1	8	LB+NL+ vs LB-NL+	BP	up
GO:0006928	movement of cell or subcellular component	23/96	393/2798	0.00561285272726874	0.0376558474107903	ABI2/ACTB/ACTR2/ANK2/AP2S1/ATP1A1/BRK1/CAPZB/DCTN1/DPYSL4/DPYSL5/DYNC1I1/GPM6A/KIF5C/L1CAM/MAP2K1/MYL6B/PRKCE/RAB6A/ROCK2/SIRPA/VAMP7/WASL	23	LB+NL+ vs LB-NL+	BP	up
GO:0048584	positive regulation of response to stimulus	23/96	393/2798	0.00561285272726874	0.0376558474107903	ACTB/ACTR2/ARL6IP5/ARPC1A/BRK1/CD59/FKBP1A/HINT1/MADD/MAP2K1/NCKAP1/NPTN/PARK7/PPP3CB/PRKCE/PRNP/PSMA1/PSMA5/PSMB4/PSMB5/SNCA/VAMP7/WASL	23	LB+NL+ vs LB-NL+	BP	up
GO:1903169	regulation of calcium ion transmembrane transport	5/96	35/2798	0.00614239162669264	0.0406933445268387	ANK2/FKBP1A/GNB5/PRKCE/SNCA	5	LB+NL+ vs LB-NL+	BP	up
GO:0002478	antigen processing and presentation of exogenous peptide antigen	8/96	83/2798	0.00677194520578953	0.0437698897447372	AP2S1/DCTN1/DCTN4/DYNC1I1/PSMA1/PSMA5/PSMB4/PSMB5	8	LB+NL+ vs LB-NL+	BP	up
GO:1903320	regulation of protein modification by small protein conjugation or removal	8/96	83/2798	0.00677194520578953	0.0437698897447372	FKBP1A/PARK7/PRKCE/PSMA1/PSMA5/PSMB4/PSMB5/WFS1	8	LB+NL+ vs LB-NL+	BP	up
GO:0051480	regulation of cytosolic calcium ion concentration	6/96	51/2798	0.00720697393194994	0.0448465830366493	ANK2/FKBP1A/GNB1/NPTN/PRKCE/SNCA	6	LB+NL+ vs LB-NL+	BP	up
GO:0048858	cell projection morphogenesis	14/96	200/2798	0.00726159380836343	0.0448465830366493	ACTR2/CAMK2B/CPNE6/DPYSL4/DPYSL5/GPM6A/KIF5C/L1CAM/MAP2K1/NES/PACSIN1/PPP3CB/STXBP1/VAMP7	14	LB+NL+ vs LB-NL+	BP	up
GO:0006909	phagocytosis	8/96	84/2798	0.00727699271915441	0.0448465830366493	ACTB/ACTR2/ARPC1A/BRK1/NCKAP1/PRKCE/VAMP7/WASL	8	LB+NL+ vs LB-NL+	BP	up
GO:0019884	antigen processing and presentation of exogenous antigen	8/96	84/2798	0.00727699271915441	0.0448465830366493	AP2S1/DCTN1/DCTN4/DYNC1I1/PSMA1/PSMA5/PSMB4/PSMB5	8	LB+NL+ vs LB-NL+	BP	up
GO:0006936	muscle contraction	8/96	85/2798	0.00781008902923528	0.0462835473237314	ACTA2/ALDOA/ANK2/ATP1A1/GNAO1/MYH11/MYL6B/ROCK2	8	LB+NL+ vs LB-NL+	BP	up
GO:0050769	positive regulation of neurogenesis	8/96	85/2798	0.00781008902923528	0.0462835473237314	CAMK2B/CPNE6/L1CAM/MAP2K1/NPTN/PACSIN1/TMEM30A/VAMP7	8	LB+NL+ vs LB-NL+	BP	up
GO:0007167	enzyme linked receptor protein signaling pathway	13/96	181/2798	0.00783654929426113	0.0462835473237314	ACTB/ACTR2/AP2S1/ARPC1A/BRK1/DKK3/EPHB6/FKBP1A/NCKAP1/NPTN/ROCK2/SNCA/WASL	13	LB+NL+ vs LB-NL+	BP	up
GO:0050890	cognition	7/96	68/2798	0.00785947030025627	0.0462835473237314	CAMK4/CBR3/GPI/NPTN/PPP3CB/PRNP/RIN1	7	LB+NL+ vs LB-NL+	BP	up
GO:0003012	muscle system process	9/96	104/2798	0.00835459847855199	0.0486586504794786	ACTA2/ALDOA/ANK2/ATP1A1/CAMK2B/GNAO1/MYH11/MYL6B/ROCK2	9	LB+NL+ vs LB-NL+	BP	up
GO:0030695	GTPase regulator activity	7/41	82/2745	0.000162214451707477	0.00216363530306669	ALDH1A1/ARFGAP1/DNM1L/PREB/RAB3GAP1/RAP1GDS1/STXBP5L	7	LB-NL- vs (LB+NL+ and LB-NL+)	MF	up
GO:0008047	enzyme activator activity	8/41	126/2745	0.000419486234095256	0.00216363530306669	ALDH1A1/APOE/ARFGAP1/DNM1L/PDCD5/RAB3GAP1/RAP1GDS1/STXBP5L	8	LB-NL- vs (LB+NL+ and LB-NL+)	MF	up
GO:0060589	nucleoside-triphosphatase regulator activity	7/41	98/2745	0.00049468746636303	0.00216363530306669	ALDH1A1/ARFGAP1/DNM1L/PREB/RAB3GAP1/RAP1GDS1/STXBP5L	7	LB-NL- vs (LB+NL+ and LB-NL+)	MF	up
GO:0005096	GTPase activator activity	6/41	73/2745	0.000618181515161911	0.00216363530306669	ALDH1A1/ARFGAP1/DNM1L/RAB3GAP1/RAP1GDS1/STXBP5L	6	LB-NL- vs (LB+NL+ and LB-NL+)	MF	up
GO:0030234	enzyme regulator activity	10/41	240/2745	0.00212710505177913	0.00595589414498155	ALDH1A1/APOE/ARFGAP1/DNM1L/PDCD5/PPP2R2C/PREB/RAB3GAP1/RAP1GDS1/STXBP5L	10	LB-NL- vs (LB+NL+ and LB-NL+)	MF	up
GO:0098772	molecular function regulator	10/41	320/2745	0.016441170064152	0.0383627301496879	ALDH1A1/APOE/ARFGAP1/DNM1L/PDCD5/PPP2R2C/PREB/RAB3GAP1/RAP1GDS1/STXBP5L	10	LB-NL- vs (LB+NL+ and LB-NL+)	MF	up
GO:0044822	poly(A) RNA binding	42/103	370/2745	2.00657444618169e-12	1.20394466770901e-10	ADAR/APEX1/BCLAF1/CAST/CPNE3/CPSF7/DDX39B/EIF3E/EIF4A3/FUS/GANAB/HNRNPA1/HNRNPA2B1/HNRNPA3/HNRNPAB/HNRNPC/HNRNPDL/HNRNPK/HNRNPL/HNRNPM/HNRNPR/HNRNPU/ILF2/NPM1/PA2G4/PARP1/PCBP1/PSIP1/PTBP1/RPL23/RPN1/RRBP1/RTCB/SF3B1/SLC3A2/SNRNP200/SNRPD3/SRP14/SRSF7/TARDBP/TFAM/XRCC6	42	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	up
GO:0003723	RNA binding	44/103	443/2745	5.44089883516017e-11	1.41596480964492e-09	ADAR/APEX1/BCLAF1/CAST/CPNE3/CPSF7/DDX39B/EIF3E/EIF4A3/FUS/GANAB/HNRNPA1/HNRNPA2B1/HNRNPA3/HNRNPAB/HNRNPC/HNRNPDL/HNRNPK/HNRNPL/HNRNPM/HNRNPR/HNRNPU/ILF2/NPM1/PA2G4/PARP1/PCBP1/PSIP1/PTBP1/RPL23/RPN1/RRBP1/RTCB/SF3B1/SLC3A2/SNRNP200/SNRPD3/SRP14/SRP9/SRSF7/TARDBP/TFAM/XPOT/XRCC6	44	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	up
GO:0003677	DNA binding	24/103	139/2745	7.07982404822459e-11	1.41596480964492e-09	ADAR/APEX1/BANF1/BCLAF1/FUS/HMGN4/HNRNPA1/HNRNPA2B1/HNRNPAB/HNRNPC/HNRNPDL/HNRNPK/HNRNPL/HNRNPU/ILF2/NPM1/PA2G4/PARP1/PC/PCBP1/PSIP1/TARDBP/TFAM/XRCC6	24	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	up
GO:0043565	sequence-specific DNA binding	9/103	45/2745	2.98381966345313e-05	0.000431402545625073	APEX1/HNRNPA1/HNRNPA2B1/HNRNPAB/HNRNPC/HNRNPK/PCBP1/TFAM/XRCC6	9	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	up
GO:0003729	mRNA binding	9/103	46/2745	3.59502121354228e-05	0.000431402545625073	EIF4A3/HNRNPA2B1/HNRNPA3/HNRNPAB/HNRNPC/HNRNPR/PCBP1/SF3B1/TARDBP	9	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	up
GO:0003727	single-stranded RNA binding	5/103	19/2745	0.000515840239294517	0.00515840239294517	EIF4A3/HNRNPA1/HNRNPC/HNRNPU/PTBP1	5	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	up
GO:0001071	nucleic acid binding transcription factor activity	6/103	30/2745	0.000687788685881653	0.0051584151441124	HNRNPAB/HNRNPK/PA2G4/PCBP1/TARDBP/TFAM	6	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	up
GO:0003700	transcription factor activity, sequence-specific DNA binding	6/103	30/2745	0.000687788685881653	0.0051584151441124	HNRNPAB/HNRNPK/PA2G4/PCBP1/TARDBP/TFAM	6	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	up
GO:0003690	double-stranded DNA binding	6/103	36/2745	0.00187893526052721	0.0108767829809006	APEX1/HNRNPC/HNRNPK/TARDBP/TFAM/XRCC6	6	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	up
GO:0000975	regulatory region DNA binding	6/103	37/2745	0.00217535659618013	0.0108767829809006	HNRNPC/HNRNPK/HNRNPL/HNRNPU/TFAM/XRCC6	6	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	up
GO:0001067	regulatory region nucleic acid binding	6/103	37/2745	0.00217535659618013	0.0108767829809006	HNRNPC/HNRNPK/HNRNPL/HNRNPU/TFAM/XRCC6	6	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	up
GO:0044212	transcription regulatory region DNA binding	6/103	37/2745	0.00217535659618013	0.0108767829809006	HNRNPC/HNRNPK/HNRNPL/HNRNPU/TFAM/XRCC6	6	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	up
GO:0043021	ribonucleoprotein complex binding	5/103	31/2745	0.0052663874598049	0.024306403660638	EIF4A3/HNRNPU/NPM1/SNRPD3/SRP9	5	LB-NL+ vs (LB+NL+ and LB-NL-)	MF	up
GO:0003723	RNA binding	33/103	443/2745	3.45021803408297e-05	0.00210463300079061	CPNE3/CPSF7/EIF2S3/EIF3E/EIF4A3/EZR/FAM98B/FDPS/FUS/GANAB/HIST1H1E/HNRNPA2B1/HNRNPAB/HNRNPC/HNRNPK/NPM1/NUDT4/PA2G4/PARP1/PRDX1/PSIP1/RPL23/RRBP1/SF3B1/SNRNP200/SNRPD3/SNRPN/SRP9/SRSF7/TSN/U2AF2/XPOT/XRCC6	33	LB-NL+ vs LB-NL-	MF	up
GO:0044822	poly(A) RNA binding	28/103	370/2745	0.000128408453518643	0.00308715826052246	CPNE3/CPSF7/EIF3E/EIF4A3/EZR/FAM98B/FDPS/FUS/GANAB/HIST1H1E/HNRNPA2B1/HNRNPAB/HNRNPC/HNRNPK/NPM1/PA2G4/PARP1/PRDX1/PSIP1/RPL23/RRBP1/SF3B1/SNRNP200/SNRPD3/SRSF7/TSN/U2AF2/XRCC6	28	LB-NL+ vs LB-NL-	MF	up
GO:0003677	DNA binding	15/103	139/2745	0.000151827455435531	0.00308715826052246	BANF1/FUS/HIST1H1E/HIST1H2AC/HNRNPA2B1/HNRNPAB/HNRNPC/HNRNPK/NPM1/PA2G4/PARP1/PC/PSIP1/TSN/XRCC6	15	LB-NL+ vs LB-NL-	MF	up
GO:0005543	phospholipid binding	11/103	108/2745	0.00199080822206261	0.0303598253864548	ANXA4/ANXA5/CPNE3/F3/IQGAP1/NPM1/PLCD1/PREX1/SEC14L2/SNX5/SNX6	11	LB-NL+ vs LB-NL-	MF	up
